year,value,for_sale,comments,beanie_name
1994,1471.57,0,Dolorem neque ut neque,Koowee
2011,478.14,0,Dolor aliquam porro sed aliquam,Koowee
1995,1076.48,0,Consectetur etincidunt labore ipsum non consectetur velit,Korea
1993,1829.71,0,Sed eius consectetur aliquam,Korea
2007,950.04,0,Dolorem amet quisquam quaerat ut consectetur,Korea
2001,1331.95,0,Sit magnam non adipisci dolorem non,Kringle
1995,1612.35,0,Dolore labore sed eius est labore dolore dolor,Kuku
2005,44.42,0,Labore tempora dolore etincidunt quaerat voluptatem,Kuromi
2001,104.25,0,Eius quiquia est non sit voluptatem sed quaerat,Kurt Busch #2
2009,1100.71,0,Sed voluptatem numquam dolor consectetur,Kyle Busch #5
2004,485.02,0,Modi adipisci adipisci velit,L.A.
2017,1203.89,0,Velit numquam velit dolorem tempora etincidunt,LIBERT
1985,902.50,0,Adipisci quiquia magnam porro porro numquam tempora,LITTLE MISS CHATTERBOX
2000,602.71,0,Numquam sed numquam dolorem,LITTLE MISS PRINCESS
2006,1624.21,0,Voluptatem etincidunt dolore magnam est dolorem sed labore,LITTLE MISS SUNSHINE
2008,353.20,0,Ut neque amet tempora dolorem magnam adipisci amet,LUCK
1987,37.11,0,Quaerat adipisci neque numquam ipsum,Laguna
1989,1798.86,0,Neque eius est magnam consectetur quiquia modi,Lambie
2012,255.69,0,Quisquam labore quiquia sit magnam dolor velit,Lani
2012,1855.51,0,Non ipsum adipisci adipisci sed velit dolorem dolorem,Laptop
1988,959.05,0,Labore amet consectetur modi magnam dolor quisquam,Larry
2004,1683.30,0,Neque est quiquia amet quiquia modi amet,Las Vegas
1987,980.00,0,Quaerat tempora quaerat est,Las Vegas Golden Knights
1994,1263.13,0,Quisquam neque consectetur adipisci amet non,Laughter
2005,1313.73,0,Sed porro voluptatem quiquia,Laughter
1994,1291.92,0,Porro sed ut dolore,Leaves
1996,1642.35,0,Labore etincidunt ut numquam,Leelo
2016,1879.77,0,Est labore modi labore dolor dolor quiquia dolor,Leftovers
2014,1269.33,0,Consectetur quiquia ut sit dolorem,Lefty
2008,1798.21,0,Consectetur sit porro dolorem,Lefty
1986,919.38,0,Ipsum neque velit sit ipsum,Lefty 2000
1999,1806.50,0,Sit dolor adipisci porro,Lefty 2004
1997,1223.77,0,Dolorem dolorem porro aliquam,Legend
1990,807.96,0,Dolor modi dolore quiquia amet quisquam dolorem,Legend
1994,1004.07,0,Magnam adipisci sed ut,Legs
1990,431.51,0,Magnam aliquam aliquam sit,Legs
1980,241.29,0,Labore adipisci voluptatem dolorem quaerat neque adipisci,Lemonade Ice
1980,1913.97,0,Quiquia voluptatem quiquia ipsum tempora amet eius dolore,Leo Beanie Lion
1995,151.65,0,Est aliquam labore labore,Leo Beanie Lion Gold
1994,1273.92,0,Quaerat numquam labore adipisci quisquam voluptatem,Leo Football
2014,338.60,0,Neque velit aliquam dolorem etincidunt eius numquam neque,Leo Pillow
1999,1738.56,0,Magnam numquam neque consectetur quaerat neque dolor,Leo round Pillow
2018,1144.89,0,Tempora non aliquam eius non,Leonardo
2016,994.48,0,Consectetur sit magnam magnam dolore,Leopold
1999,1106.91,0,Velit tempora dolorem est sit,Lewis
1986,1008.80,0,Dolore labore sit voluptatem numquam porro quaerat est,Lex
2018,1075.44,0,Aliquam numquam dolore est dolore est quaerat,Li Mei
2006,531.77,0,Quisquam consectetur eius non velit est dolore dolorem,Libearty
1997,1510.55,0,Ipsum consectetur amet est,Liberty
1986,1801.93,0,Dolore dolor adipisci ut,Liberty
1995,1972.05,0,Neque magnam sed voluptatem eius ipsum,Liberty
1996,415.19,0,Adipisci adipisci quisquam porro modi ut ut aliquam,Lightning
1996,27.36,0,Labore dolor consectetur modi aliquam,Lilac
1999,176.09,0,Modi consectetur ipsum quisquam etincidunt labore,Lilly
1983,304.33,0,Ut modi adipisci quisquam etincidunt dolore neque,Lily
1985,1733.40,0,Non quiquia adipisci quisquam neque velit modi consectetur,Lily
1994,1943.30,0,Quiquia adipisci eius ut non velit,Lime Ice
2015,595.72,0,Etincidunt numquam dolorem labore numquam voluptatem,Linah
2011,782.91,0,Voluptatem non magnam quaerat porro sed quaerat,Linny
1990,154.13,0,Ut magnam quiquia dolor non voluptatem magnam non,Lips
2009,375.89,0,Labore magnam magnam neque sed labore modi,Little Bear
2012,859.49,0,Sed sit quaerat dolor quiquia ipsum,Little Feather
1986,216.99,0,Est dolor numquam etincidunt porro sit dolor dolorem,Little Kiss
1993,1022.68,0,Non adipisci quisquam neque consectetur,Little Mac
1986,283.40,0,Neque dolor velit aliquam,Little Squeeze
2002,839.34,0,Aliquam consectetur voluptatem dolorem voluptatem velit quiquia,Little Star
2009,1892.61,0,Porro tempora sed quisquam quiquia sed,Lizzy
2007,1886.45,0,Neque quiquia dolore numquam labore,Lizzy
1996,328.26,0,Ut dolore etincidunt dolor ut,Logger
2009,1194.36,0,Dolorem porro non porro dolor adipisci consectetur,Lola
1982,522.44,0,Etincidunt velit est numquam tempora adipisci non,Lola
2010,425.79,0,Etincidunt non neque labore,Lollipup
2018,1184.48,0,Magnam porro ipsum velit voluptatem aliquam aliquam,London
2012,1242.16,0,Numquam amet etincidunt quisquam porro,Loong
2003,1377.70,0,Sit quisquam sit sed velit non dolor,Loosy
2018,653.65,0,Amet labore porro porro,Los Angeles Dodgers
1988,16.07,0,Sit numquam aliquam voluptatem,Los Angeles Kings
1989,433.34,0,Ut porro ut ipsum velit numquam,Louie
2016,839.08,0,Adipisci ut est sed quisquam dolor voluptatem est,Louis
1989,1918.06,0,Dolorem amet porro aliquam etincidunt aliquam adipisci,Louisiana
1989,761.46,0,Aliquam quiquia dolor tempora sit,Louisiana
1996,1203.52,0,Etincidunt velit dolor dolor velit,Love Birds
1987,1806.78,0,Voluptatem sed dolorem quaerat ipsum adipisci quaerat,Love To Mom
2015,634.98,0,Dolorem sit eius dolore quaerat dolor etincidunt neque,Love U Mom
1986,1166.26,0,Ut ut dolore dolorem voluptatem ut etincidunt,Love U Mum
2006,665.81,0,Etincidunt quisquam sed quisquam,Love and Kisses
2009,1986.39,0,Voluptatem est sit ipsum quaerat sed dolor,Lovely
2012,653.61,0,Amet tempora consectetur est,Lovesick
1981,97.84,0,Ipsum dolore eius quisquam,Lovesme
1996,227.94,0,Velit aliquam etincidunt sed numquam porro ipsum sit,Lovey
2011,248.40,0,Est labore tempora aliquam porro etincidunt neque sed,Loveypup
2003,1942.05,0,Modi est neque labore ipsum ipsum dolor,Lovie
1988,1205.34,0,Numquam eius quisquam sed sed magnam quisquam,Luau
2015,1122.07,0,Voluptatem est dolore eius modi eius magnam modi,Luca
1987,138.13,0,Sed magnam quiquia eius labore,Luckier
1982,117.83,0,Voluptatem neque tempora amet voluptatem sit non,Lucky
2012,1977.42,0,Quiquia amet quiquia porro dolor sit dolore sed,Lucky
2015,227.19,0,Non sit sit magnam numquam sed amet,Lucky
1994,1614.06,0,Dolorem dolore dolorem voluptatem dolore eius,Lucy
1989,1413.88,0,Dolore neque modi aliquam est non,Luke
2009,1779.36,0,Ipsum dolor quaerat aliquam modi,Luke
2006,1966.26,0,Tempora dolor quaerat tempora neque magnam sed magnam,Luke
1987,1787.09,0,Dolor ut neque sit dolorem adipisci consectetur modi,Lullaby
2016,1870.23,0,Porro voluptatem aliquam consectetur magnam tempora,Lulu
2009,1802.20,0,Quiquia voluptatem sed sed quaerat dolore consectetur,Lumberjack
1991,1876.81,0,Quisquam amet quaerat sit voluptatem aliquam dolor magnam,Lupe
2017,134.56,0,Est est eius voluptatem sit quisquam velit,Lurkey
1993,535.96,0,Aliquam modi porro magnam quisquam,M.C. Anniversary 2nd Edition
2001,1717.82,0,Tempora eius quiquia voluptatem neque eius,M.C. Anniversary 3rd Edition
1991,495.26,0,Est ipsum numquam modi eius velit magnam sit,M.C. Anniversary 4th Edition
1995,1625.20,0,Velit velit dolore est magnam,M.C. Anniversary 5th Edition
2004,1756.16,0,Velit modi quisquam quisquam magnam dolorem consectetur dolor,M.C. Anniversary 6th Edition
1992,1343.24,0,Dolor quiquia consectetur quisquam etincidunt,M.C. Anniversary 7th Edition
2014,1731.84,0,Dolorem quiquia dolor ipsum amet modi aliquam,M.C. Beanie
2019,630.59,0,Est sed consectetur non magnam dolor dolor,M.C. Beanie
1990,555.31,0,Aliquam non ut dolor eius,M.C. Beanie
1994,908.50,0,Dolore non tempora tempora,M.C. Beanie II
1991,744.27,0,Aliquam ut dolor sit quaerat modi numquam,M.C. Beanie III
1980,533.23,0,Velit aliquam etincidunt dolorem etincidunt,M.C. Beanie IV
2009,316.57,0,Ut dolorem numquam ipsum,M.C. Beanie V
1988,1494.38,0,Est numquam magnam dolore etincidunt,M.C. Beanie VI
1995,152.21,0,Ut sit consectetur tempora ipsum,M.C. Beanie VII
1996,1056.02,0,Velit amet consectetur ut numquam est velit,M.C. Beanie VIII
2003,1179.68,0,Quiquia consectetur non voluptatem sed magnam aliquam numquam,MC II Anniversary Edition
2013,364.54,0,Magnam magnam neque sit ut aliquam dolorem,MR. BUMP
2004,1759.99,0,Labore amet quisquam voluptatem,MR. HAPPY
1989,1894.05,0,Amet quiquia etincidunt porro adipisci modi,MR. STRONG
1982,1817.85,0,Dolor modi magnam sed etincidunt magnam quiquia,MR. TICKLE
1996,687.80,0,Numquam tempora velit consectetur,Mac
1993,900.16,0,Voluptatem dolorem etincidunt neque porro amet,Magenta
1991,1089.09,0,Dolore eius adipisci adipisci non,Magic
1988,1430.57,0,Sit quisquam voluptatem porro,Maiden
1990,151.04,0,Quisquam numquam tempora adipisci,Majestic
1994,780.95,0,Sed modi velit modi voluptatem ut consectetur,Majestic
2019,1034.41,0,Voluptatem labore consectetur dolor adipisci velit,Maju
2009,1149.30,0,Non quiquia dolor tempora dolor neque,Maju
1992,406.21,0,Tempora amet numquam sit non,Make and Bake with Peppa Pig
2005,1696.91,0,Voluptatem etincidunt voluptatem ut modi etincidunt,Malaysia
2015,1881.66,0,Quiquia est quaerat eius modi quaerat modi non,Maliha & Jade
1983,1519.42,0,Modi quaerat dolore quiquia tempora,Manchu
1998,1633.54,0,Neque sit sit ipsum ipsum tempora consectetur dolorem,Mandy
2015,360.07,0,Est quisquam etincidunt eius quisquam magnam quisquam,Manes
1988,1942.80,0,Voluptatem numquam ipsum numquam quaerat voluptatem porro voluptatem,Manny
2014,284.30,0,Modi magnam quisquam est neque velit consectetur,Manny
1991,571.68,0,Ipsum labore amet est porro eius,Maple
2006,1501.34,0,Aliquam consectetur ipsum tempora,Maple
2018,890.74,0,Adipisci eius quiquia dolor,Marcel
1987,414.32,0,Non quiquia tempora quiquia ut adipisci,Marcel
1993,182.62,0,Quaerat numquam dolorem magnam ipsum,March
1988,686.98,0,Sed consectetur labore sit,March
1988,19.14,0,Consectetur labore labore adipisci non,Mardi Gras
2001,840.93,0,Tempora eius magnam aliquam,Mark Martin #01
2011,476.84,0,Consectetur quisquam sit sed,Marsh
1997,1224.47,0,Eius ipsum etincidunt labore modi quisquam sit,Marshall
1995,1380.50,0,Labore dolore eius voluptatem dolore dolorem,Marshall
1983,1577.98,0,Est ipsum neque dolore porro,Marshall
1996,1498.88,0,Dolor voluptatem est quiquia est ipsum dolorem,Marshmallow
1987,93.01,0,Velit sit ipsum numquam velit neque sit voluptatem,Marty
1995,1831.63,0,Non voluptatem labore sit quisquam voluptatem etincidunt,Mary
2003,1347.47,0,Modi quisquam non tempora aliquam dolor aliquam,Mascotte
2002,1014.67,0,Labore quisquam modi non modi,Masque
1997,191.78,0,Voluptatem porro ut sed numquam numquam quiquia,Massachusetts
1997,679.80,0,Velit adipisci voluptatem velit,Massachusetts Mayflower
1992,1937.83,0,Ipsum ut ipsum ut ut sit adipisci,Mater
1981,1822.19,0,Velit magnam eius dolore dolor numquam labore,Matlock
2014,1673.28,0,Aliquam est neque est aliquam dolorem,Matt Kenseth #17
2018,444.83,0,Quaerat ut aliquam est modi neque dolor sed,Mattie
2000,806.84,0,Eius modi dolore dolore,Max
1994,1745.13,0,Velit quisquam consectetur eius aliquam,Max
1991,229.51,0,Consectetur sed ut velit adipisci,May
1980,1424.52,0,Est quaerat porro sed consectetur quiquia adipisci,May
2001,301.53,0,Dolore modi labore quaerat labore sed sit,McLucky
1994,742.02,0,Velit quisquam labore est adipisci,McWooly
1993,425.81,0,Aliquam dolor labore ipsum porro aliquam non tempora,Meekins
2004,551.83,0,Sed tempora porro non modi est dolore adipisci,Meena
2006,669.38,0,Etincidunt adipisci ut est magnam amet adipisci,Mel
2006,441.59,0,Aliquam quisquam velit labore dolorem voluptatem quiquia voluptatem,Mel
2013,181.37,0,Ut velit numquam sed quiquia aliquam consectetur consectetur,Mel
1995,704.87,0,Quaerat voluptatem tempora sed quiquia eius neque consectetur,Melbourne
2005,1098.33,0,Dolore est est dolorem ipsum modi ut porro,Mellow
2004,1672.28,0,Tempora quiquia numquam aliquam aliquam numquam,Melman
1988,1542.11,0,Ut sed amet numquam,Melton
2004,1494.62,0,Quaerat etincidunt quiquia ipsum,Merlin
2018,1597.23,0,Eius numquam labore sit,Merlion
2019,886.24,0,Adipisci modi est amet neque est aliquam,Merriment
2013,1373.50,0,Quisquam velit velit sed est,Merry Kiss
1981,1404.89,0,Aliquam modi dolore quisquam est dolor,Merrybelle
1982,302.62,0,Modi magnam neque porro,Miami
2016,1564.93,0,Voluptatem sit voluptatem est etincidunt,Michelangelo
2009,512.49,0,Consectetur aliquam neque dolor,Mickey
2007,20.49,0,Sed ipsum labore dolorem aliquam sed aliquam etincidunt,Mickey
2019,1684.45,0,Modi dolor magnam etincidunt,Mickey
2007,1878.63,0,Quisquam quisquam ut ipsum quisquam tempora adipisci,Midas
1988,254.76,0,Porro quisquam adipisci amet,Midas
2005,299.41,0,Quisquam voluptatem quiquia sit sit quiquia,Midnight
1999,616.37,0,Non dolorem quaerat eius amet magnam etincidunt amet,Mike
2000,868.06,0,Dolorem sed neque adipisci ipsum velit ut non,Millennium
2012,463.60,0,Magnam dolore quiquia adipisci magnam labore non,Millie
1998,866.04,0,Neque sit ipsum dolorem eius,Ming
1980,1203.12,0,Neque neque quisquam dolorem porro quiquia adipisci,Ming
2011,1101.52,0,Non labore etincidunt consectetur numquam eius sit,Ming
2002,1732.77,0,Etincidunt dolor sit eius numquam dolorem,Ming
2009,1251.02,0,Dolor dolorem ut modi quiquia velit,Minksy
2015,1455.49,0,Numquam ut magnam voluptatem voluptatem,Minneapolis
1982,375.98,0,Ipsum porro quisquam dolore non quiquia,Minnesota
2010,239.54,0,Sit labore ut labore,Minnie
1993,1100.40,0,Est porro est ut velit,Minnie
1982,774.42,0,Labore labore adipisci quiquia dolorem consectetur aliquam quaerat,Minnie
2010,1378.61,0,Numquam labore consectetur velit amet,Minnie
1988,590.31,0,Dolorem est non labore ipsum dolorem adipisci tempora,Minnie
1992,822.96,0,Tempora dolor eius eius,Minnie
2019,1066.96,0,Sit modi etincidunt etincidunt quisquam,Minnie
1989,553.87,0,Quaerat eius eius sed quiquia est porro,Minnie
2011,422.41,0,Amet aliquam ut ipsum consectetur dolore quisquam sed,Minnie
2009,550.81,0,Ipsum numquam tempora magnam,Minnie
2015,343.11,0,Voluptatem quaerat tempora est labore est,Minnie
2011,1302.80,0,Magnam etincidunt amet dolore quisquam,Minnie
2000,1427.91,0,Non amet sit aliquam modi dolore,Minnie
2009,767.28,0,Numquam voluptatem numquam eius dolore,Minnie
1983,1823.41,0,Consectetur amet non consectetur dolor quisquam dolorem non,Minnie
1994,849.70,0,Etincidunt velit labore ut aliquam numquam,Mischief
2010,936.13,0,Numquam tempora sed amet quisquam voluptatem sit neque,Mississippi
1985,1280.28,0,Voluptatem adipisci porro sed etincidunt neque amet,Mississippi
2015,1117.94,0,Voluptatem ut tempora quisquam neque ut,Missy
2007,1405.65,0,Neque consectetur eius est,Mistletoe
1984,218.40,0,Ut dolorem modi eius,Mom
2001,1072.42,0,Non aliquam magnam quiquia,Mom 2006
2013,1586.13,0,Est dolorem ut neque tempora velit quisquam consectetur,Mom 2007
2001,1305.52,0,Etincidunt amet amet magnam neque,Monarch
2000,1604.53,0,Adipisci sed neque non aliquam labore quisquam,Monkey
1997,1059.23,0,Dolor eius sed labore non est tempora est,Monroe
2007,759.53,0,Magnam quisquam quisquam quiquia magnam magnam ut magnam,Montreal Canadiens
1994,1595.49,0,Quisquam magnam porro quaerat neque non numquam,Mooch
1980,1450.90,0,Tempora tempora quiquia dolorem labore sit etincidunt aliquam,Moonlight
1995,1830.94,0,Velit quaerat dolorem neque velit est,Mooosly
2010,1322.38,0,Tempora non ipsum ut,Moosletoe
2004,1061.85,0,Ipsum quisquam etincidunt sit sit,Mopsy
1988,800.10,0,Dolore quiquia quisquam quisquam,Morrie
2017,1571.09,0,Sed adipisci magnam eius,Morsel
1985,249.31,0,Dolor velit aliquam eius porro,Mort
2010,301.22,0,Dolor sit modi dolorem,Mother
2013,1550.29,0,Ut etincidunt magnam voluptatem modi labore dolore,Mother 2004
1997,546.62,0,Est eius ipsum ut neque,Mothering
2006,1851.94,0,Ipsum dolor dolorem non amet magnam dolor,Motherly
1993,1846.18,0,Numquam non porro aliquam etincidunt labore consectetur,Mr Potato
2010,1082.10,0,Sed labore ipsum est numquam dolor numquam,Mr.
2006,375.00,0,Quiquia voluptatem non voluptatem,Mr. Bean
2018,1866.57,0,Labore amet quiquia non est quaerat aliquam voluptatem,Mr. Bean
2006,832.78,0,Dolore tempora est quaerat,Mr. Bean
1980,345.12,0,Aliquam modi sit eius aliquam eius sed,Mr. Bean
1981,854.73,0,Ut non est magnam consectetur consectetur,Mr. Dinosaur
2017,196.30,0,Quaerat sed porro magnam amet,Mr. Dinosaur
1985,660.25,0,Dolor ipsum quisquam dolore aliquam dolorem dolor,Mr. Krabs
1982,1044.26,0,Voluptatem quaerat eius magnam sit,Mr. Krabs
1992,1815.05,0,Quaerat est labore quiquia dolor ipsum est voluptatem,Mr. Snoodle
1990,1900.79,0,Quaerat tempora voluptatem quisquam quaerat voluptatem labore,Mr. Snoodle
2004,240.93,0,Numquam eius dolor non dolore,Mr. Snow
2002,1706.80,0,Tempora neque dolor non,Mrs.
2001,464.15,0,Quiquia sit ipsum aliquam sed sed,Mrs. Prickly
2007,1435.97,0,Velit velit voluptatem quiquia dolorem consectetur,Mrs. Prickly
1990,740.35,0,Sit labore labore dolorem non neque quisquam,Mrs. Tiggy Winkle
1986,963.28,0,Quisquam magnam modi ut,Ms. Snow
2000,197.28,0,Quisquam quisquam velit quaerat,Muddy
1986,1600.25,0,Porro modi dolor quisquam quisquam dolore etincidunt,Muff
2004,1124.67,0,Magnam adipisci dolore numquam,Muffler
2007,1099.48,0,Adipisci non etincidunt quisquam aliquam,Mugungwha
2008,1987.35,0,Amet numquam dolor magnam,Mukluk
2015,630.70,0,Tempora magnam porro amet non consectetur,Mum
2012,723.23,0,Ut dolore sit quiquia dolore voluptatem dolore,Mum 2005
1997,21.88,0,Labore labore modi aliquam tempora dolorem dolor,Mummy Sock Monkey
1989,210.35,0,Etincidunt modi adipisci labore,Mumsy
1996,1667.02,0,Labore porro neque quaerat,Muno
2007,1254.97,0,Magnam dolorem voluptatem modi aliquam dolorem,Muno
2007,1498.46,0,Dolor non adipisci quaerat quisquam aliquam dolore,Muscle Man Star
2012,244.87,0,Dolorem non amet eius voluptatem,MuscleBob BuffPants
2004,443.53,0,Ipsum modi sed ut,My Dad
1984,173.56,0,Quisquam dolore dolorem consectetur sed voluptatem amet etincidunt,My Little Monkey
2004,1007.75,0,Modi magnam ipsum etincidunt,My Little Monkey
1991,676.65,0,Etincidunt aliquam neque neque etincidunt labore,My Melody
1995,896.18,0,Dolorem quaerat non etincidunt,My Mom
2010,1967.19,0,Labore etincidunt velit dolor est,My Mum
2000,1629.80,0,Magnam etincidunt dolorem magnam consectetur dolorem,My Sweet
2013,1176.39,0,Tempora adipisci voluptatem est numquam tempora,Mystery
1980,385.39,0,Adipisci porro dolore quisquam ipsum,Mystic
1985,88.48,0,Magnam ipsum modi modi etincidunt sed adipisci,Mystic
1993,545.88,0,Neque etincidunt magnam sed,Mystic
1993,1051.66,0,Dolorem velit consectetur quaerat aliquam,Mystic
1995,1266.49,0,Sed tempora dolorem non dolorem magnam,Mystic
2001,665.69,0,Aliquam etincidunt tempora magnam quiquia aliquam,Mystic
1991,779.38,0,Velit velit modi aliquam dolor,Mystic
2018,1447.84,0,Consectetur ipsum dolorem modi dolorem quaerat consectetur magnam,Mystique
2014,59.41,0,Quiquia voluptatem numquam aliquam eius voluptatem,NESS
2002,1956.23,0,Neque ipsum dolor sit amet,NESS
1995,316.26,0,Consectetur numquam quiquia dolor aliquam,NESS
1999,1894.25,0,Quiquia adipisci quisquam porro sed etincidunt,NESS
2013,976.75,0,Dolore ipsum tempora sed labore numquam est,NY Sock Monkey
2008,1283.72,0,Quiquia ipsum sit ipsum tempora sit labore quiquia,Nami
1986,1696.99,0,Ut magnam velit adipisci quisquam aliquam ut porro,Nana
2002,889.83,0,Porro quisquam ut sed quaerat aliquam sed tempora,Nana
1989,960.55,0,Non consectetur non ut adipisci ut,Nana 2007
1982,147.48,0,Est amet quisquam tempora adipisci porro quisquam neque,Nanook
2006,928.54,0,Porro dolore dolorem adipisci ut neque magnam magnam,Nara
2013,791.46,0,Modi modi dolor modi ut,Nashville Predators
1987,550.43,0,Magnam magnam sed quiquia magnam,Nectar
2014,1273.61,0,Sit numquam dolorem labore non,Negaraku
2013,300.53,0,Quaerat tempora voluptatem magnam etincidunt eius quisquam,Negaraku
1990,1254.29,0,Adipisci dolore adipisci dolorem sed amet sit,Nemo
1989,16.41,0,Etincidunt sed neque non sed velit numquam dolore,Nemo
1997,679.58,0,Dolorem sit sed dolorem quisquam neque numquam velit,Neon
1981,701.09,0,Tempora quaerat dolor ipsum voluptatem,Nermal
1988,1106.27,0,Consectetur est amet ipsum velit,New England Patriots
1988,1041.54,0,Aliquam numquam dolorem tempora labore dolor numquam,New Jersey
1985,630.62,0,Labore voluptatem labore sit,New Year
1990,1444.68,0,Tempora neque eius non,New Year 2007
2017,617.31,0,Dolor sit sit modi dolorem quiquia,New Year 2008
2012,891.89,0,Neque ipsum porro neque tempora est voluptatem,New York
2012,1954.54,0,Numquam quaerat neque modi dolore,New York
1996,1105.91,0,Tempora sed voluptatem non,New York Giants
1986,1716.33,0,Quaerat etincidunt voluptatem consectetur quiquia eius,New York Rangers
2010,1838.32,0,Labore neque velit porro dolor quaerat non dolore,New York Rose
1999,88.06,0,Sit non tempora magnam,New York State
2013,1724.37,0,Eius quaerat amet ut quaerat eius,New York Yankees
2010,787.05,0,Neque magnam quiquia quiquia aliquam dolorem,New Zealand
1991,1596.21,0,Eius dolore neque eius ipsum voluptatem ipsum neque,Nibble
1988,1087.76,0,Quaerat dolor neque dolor,Nibbler
1986,120.38,0,Est voluptatem quaerat etincidunt dolorem,Nibbler
1986,406.78,0,Modi quisquam eius quiquia,Nibblies
2002,143.33,0,Dolor non sit dolore tempora quaerat numquam,Nibbly
1997,1306.94,0,Modi aliquam eius dolore sit,Nigel
1991,1440.19,0,Non neque adipisci ipsum dolor modi ipsum,Niklas
2003,1098.77,0,Quiquia porro etincidunt numquam labore numquam numquam est,Niles
1980,1134.84,0,Aliquam magnam modi ut porro etincidunt,Nimbus
2017,1952.94,0,Tempora quiquia consectetur dolore numquam eius sit,Nimbus
2016,750.31,0,Labore sit modi est consectetur,Nip
2000,1560.71,0,Labore consectetur consectetur est sit numquam adipisci amet,Nip
2008,489.15,0,Sit modi porro dolorem,Nip
2015,1035.25,0,Modi amet etincidunt quiquia aliquam magnam sed,Nip
1989,1655.55,0,Numquam quiquia etincidunt aliquam eius quaerat,Nipponia
1987,720.05,0,Non porro eius voluptatem dolore,Nina
2015,430.36,0,Dolorem etincidunt labore amet dolore,No. 3
2014,303.71,0,Labore adipisci quiquia numquam magnam amet,Norman
1990,655.56,0,Modi non velit ut dolore quisquam dolorem dolorem,Northland
1984,1475.76,0,Velit sit neque velit modi tempora,November
2005,44.73,0,Quiquia etincidunt tempora ut aliquam adipisci est,November
1982,1354.22,0,Adipisci velit adipisci sit aliquam est,Nutmeg
1986,1430.09,0,Neque eius tempora quisquam tempora porro,Nuts
2016,621.49,0,Quisquam dolorem etincidunt labore dolorem,Nutty
2012,469.44,0,Neque labore ut dolorem amet voluptatem,Oakdale
2017,778.48,0,Neque numquam modi dolor ipsum ut tempora,Oasis
2017,969.62,0,Porro porro porro est dolor consectetur,Oasis
1982,1946.09,0,Quisquam est quiquia modi dolorem quisquam labore,Oats
2006,144.91,0,Adipisci voluptatem magnam quisquam neque dolore,Ocker
2007,1215.61,0,Tempora dolorem consectetur etincidunt quaerat,October
1994,1232.60,0,Magnam quaerat non quiquia consectetur ut sit,October
1994,27.77,0,Porro dolore velit sit quisquam neque consectetur ut,Oddie
1998,1533.02,0,Voluptatem dolorem voluptatem amet tempora sed neque,Oddie
1985,109.57,0,Adipisci ut amet amet neque sed modi,Odette
1996,1049.74,0,Magnam voluptatem est non consectetur consectetur quaerat,Odie
1993,963.07,0,Sed etincidunt sit ipsum,Odie
1981,998.05,0,Ut neque quisquam velit,Ohio
1991,937.82,0,Ut modi dolorem sit est neque velit eius,Ohio Scarlet Carnation
2006,1391.56,0,Neque voluptatem adipisci sit modi,Ohio State
1985,156.48,0,Quisquam neque quaerat adipisci consectetur,Olaf
1997,197.09,0,Tempora sit ipsum velit numquam tempora etincidunt,Olaf
2019,679.37,0,Dolor dolore etincidunt modi magnam magnam tempora,Olaf
1992,1966.74,0,Voluptatem quisquam labore numquam non,Olaf
1991,145.13,0,Est quaerat ipsum ut est dolore,Olaf
1994,1834.41,0,Quiquia est consectetur modi eius quaerat sed dolorem,Olaf
2014,1041.86,0,Sit magnam voluptatem quaerat modi,Old Timer
2019,109.03,0,Velit sed porro voluptatem dolor voluptatem eius aliquam,Ole
1998,131.26,0,Voluptatem modi aliquam modi etincidunt aliquam adipisci eius,Omnia
2016,543.35,0,Porro ut numquam aliquam magnam dolorem velit dolore,Omnia
1993,1631.98,0,Quisquam quaerat adipisci quaerat adipisci,Omnia
2015,924.67,0,Dolore dolore sit aliquam,Omnibus
2011,18.07,0,Sed adipisci dolore sed,Omnibus
2009,1657.14,0,Quiquia sit ut dolor dolorem sed tempora,Omnibus
2012,548.29,0,Etincidunt tempora magnam etincidunt quiquia est velit,Onny
2013,230.72,0,Est sed ipsum numquam porro,Ontario White Trillium
2005,944.71,0,Voluptatem magnam velit porro adipisci ut non,Opie
2016,1526.26,0,Sit etincidunt aliquam sit quisquam velit,Opie
1984,1776.52,0,Quiquia numquam sed quisquam dolorem etincidunt,Orange Ice
1994,1682.15,0,Numquam velit voluptatem modi adipisci quaerat,Orchard
1989,535.67,0,Velit magnam numquam sed,Oriel
2008,879.33,0,Adipisci etincidunt dolorem etincidunt porro quisquam sit voluptatem,Orient
1984,1337.75,0,Dolor dolore consectetur neque non,Orion
1994,1246.70,0,Adipisci aliquam dolore non,Oshawott
1984,999.49,0,Modi adipisci aliquam sed voluptatem,Osito
1991,450.87,0,Est velit porro sit dolore labore eius,Otis
1994,1990.85,0,Dolorem dolor ut etincidunt est sed,Outlaw
2013,1246.60,0,Magnam sed aliquam velit etincidunt labore,Ox
2008,1882.28,0,Magnam est consectetur quaerat neque adipisci,P.F.C.
2014,1293.14,0,Quaerat ut quaerat eius porro,PUNXSUTAWN
1995,1038.92,0,Magnam neque sed eius est adipisci porro sed,PUNXSUTAWN
1985,1518.17,0,Non dolore amet porro quaerat dolor,PUNXSUTAWN
2003,1016.36,0,Dolore voluptatem etincidunt quiquia velit neque,PUNXSUTAWN
2008,480.66,0,Quisquam consectetur sit sed velit magnam modi,Pablo
